pkSiteId,commonName,siteNumber,latSeconds,longSeconds,dnrverified,projectAddress,altLocDesc,pin,city,xrefSiteNumber,lotPhaseDistrict,fkSubDivisionId,fkWaterWayId,fkCountyId,fkIslandId,fkWaterwayTypeId,subDivisionHasRestriction,subDivisionRestriction,waterwayHasRestriction,waterwayRestriction,totalSiteImpacts,allPermitsLastExpiryDate,marinaLeaseLastExpiryDate,isAllPermitsExpired,isMarinaLeaseExpired,historicalTracking,historicalEventMemos,historicalDeletedSiteRecs,historicalCorpsPermitNums,historicalSiteHistory,isLockedForEdit,fkLastLockedBy,lastLockedAt,systemLockerBit,fkSubDivision,fkWaterWay,fkCounty,fkIsland,fkWaterwayType,siteStructures,coordinates,siteTypes,projectTypes
4663,Bigham (Searcy),06092003_113310AM,113156.928,-292974.876,True,1231 Mission Drive,Mission Dr. 3 Lots S Of 1309,00641 0023,,06092003_112230AM,"Lot 23 Phase II, Thicket",509.0,163,101,62.0,3,False,,False,,0.02047,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3070,"Black (The Cove, Sterling Woods)",06161999_120000AM,114898.536,-292561.38,True,62 Windover Lane,Off Hwy 144,060 004,,,Lots 40-44,488.0,283,18,-2.0,3,False,,False,,0.12934,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
158,Black Island Community Dock & Causeway,12131973_120000AM,112979.7,-293030.1,True,,North End,,,,,-2.0,27,101,8.0,3,False,,False,,0.31286,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
373,Blue 'N' Hall/McIntosh Rod & Gun Club Public Ramp,06271980_120400AM,113061.204,-293012.1,True,,Blue 'N Hall Road Between Ridgeville & Union Islan,,,,,-2.0,220,101,-2.0,14,False,,False,,0.63241,2012-01-01T00:00:00,2029-02-28T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
6173,Blue Heron Bluff Of Hidden Harbor,01102007_120100PM,115427.484,-291723.804,True,,HWY 80 & Woodhull Rd,,Savannah,,"23, Phase 2 & Unnumbered Parcel, 5th GMD",94.0,225,28,-2.0,5,False,,False,,0.03005,2014-06-15T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
494,"Blue Moon Marinas, LLC.",11091984_120000AM,115297.56,-291778.632,True,3110 River Drive,FKA Ambos Marine Shrimp Boat Docks S Of Condos; Th,30006 15003,,09211995_120100PM,Part of 10 Acre Tract 284 Ft Water Frontage,-2.0,320,28,-2.0,14,False,,False,,0.92171,2030-03-07T00:00:00,2009-02-28T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3598,Bluff Creek Community Dock,11092000_120000AM,114204.96,-292448.34,True,,Lot 13 Bluff Creek Drive,,,,,40.0,194,92,-2.0,3,False,,False,,0.05592,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6704,"Bluffside Development Or Bluffside At Country Club Creek Home Owners Association, Inc.",03122008_115500PM,115262.46,-291818.556,True,100 Bluffside Drive,5150 Jasmine Ave (previously),10294 03027,Savannah,,All Common Areas Including Dock,600.0,70,28,-2.0,3,False,,False,,0.06056,2023-08-21T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
419,Blythe Island Park,03091982_120100AM,112147.2,-293569.2,True,,Blythe Island Park,,Brunswick,01022003_031340,976.193 Acres The Reservation,-2.0,273,66,10.0,14,False,,False,,0.14722,2026-02-07T00:00:00,2029-02-28T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
6383,Bootsma (Kutchey),06122007_120500PM,115319.556,-291777.48,True,2702 & 2704 River Drive,"Kutchey Tract, River Drive",,Thunderbolt,05292015_104031AM,PORTION OF PARCEL A OF THE KUTCHEY TRACT,377.0,320,28,-2.0,14,False,,False,,0.2913,2013-10-23T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
13354,Borger & Meyer,05082025_015808PM,113260.788,-292884.768,True,Lot 7 & 8 Seabreeze ,,0063F 0013007,Darien,,,,86,101,54.0,3,False,,False,,0.0684,2030-10-30T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5935,Bougainvillea Bluff,07312006_120000AM,115130.556,-292052.664,True,11330 White Bluff Road,MJK,,Savannah,,"Lot 2  (5.98 Acres), Portion Exley Tract",-2.0,307,28,-2.0,14,False,,False,,0.01205,2013-09-05T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9658,Boy Scout Camp Tolochee,03212016_040153PM,112290.012,-293655.6,True,133 Ashley Marsh Drive,Little Blythe Island,03-07524,Brunswick,,,-2.0,273,66,-2.0,14,False,,False,,0.0556,2026-08-16T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2244,Bradley,03041998_120200AM,115229.52,-291778.596,True,6 Sylvan Island Road #A,"Sylvan Island, East Side",10270 01005Z,Savannah,10231972_120500PM,Lot D-1,-2.0,149,28,60.0,14,False,,False,,0.09754,2029-03-15T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9831,Bradley Point Sidewalk Project,08162016_100013AM,115288.272,-291634.704,True,Bradley Point Road,,,,,,44.0,299,28,66.0,6,False,,False,,0.02091,2022-06-20T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2357,Brannen,06261998_120200AM,111486.168,-294259.572,True,1050 W. 3rd Street,River Mile 26,,Woodbine,,Lot 28,-2.0,259,23,-2.0,14,False,,False,,0.02835,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
3409,Braswell Group Drydock Facility,05092000_120000AM,112043.808,-293346.288,True,,In Front Of Liberty Harbor,,Brunswick,,,-2.0,39,66,-2.0,14,False,,False,,3.34109,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4015,"Bridge Pointe At Jekyll Sound Community Association (Lands East LLC, Rogers) B",01092002_120100AM,111831.228,-293592.312,True,Site B,Wards Way,"139B 111, 139B 110",Waverly,10192022_030246PM,Lot 111 & 110 Bridge Pointe,51.0,201,23,-2.0,3,False,,False,,0.15671,2031-02-25T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1368,Bridges,10151993_120000AM,115237.8,-291561.048,True,114 Palmetto Drive,,10090 02004,,,Lot 3A,528.0,301,28,-2.0,3,False,,False,,0.0288,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
873,Broadlick And Pilcher (Lancaster),03261990_120000AM,113788.764,-292673.088,True,1034 Heron Place Northeast,Lot 74 Springfield Plantation,,Townsend,,74,462.0,174,101,-2.0,14,False,,False,,0.11016,2030-03-07T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
145,Brown,05081973_120000AM,114801.048,-292335.408,True,40 Grace Court,Fort McAllister,0672 004,Richmond Hill,,Lot 27,152.0,227,18,-2.0,14,False,,False,,2.0009,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
435,Brunswick Academy Creek Waste Water Treatment Plant,09141982_120700AM,112203.072,-293411.484,True,,R & T St. & Newcastle,,,,,-2.0,2,66,-2.0,3,False,,False,,2.70689,2025-12-12T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5,"Brunswick Cellulose (Koch Cellulose, Georgia Pacific, Brunswick Pulp & Paper)",07161971_120000AM,112207.5,-293474.988,True,1400 W. 9th Street,"River Mile 11.0, NW Portion Of City Of Brunswick,",,Brunswick,,Turtle River Dock Property,-2.0,302,66,-2.0,14,False,,False,,198.89826,2024-05-15T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2000,"Brunswick Foreign Trade Zone (Reicchi, Jered Brown Brothers, B&W, Gulf & East Tug & Barge, J&B)",04161997_120000AM,112043.232,-293338.224,True,100 Shipyard Drive,,,,04131993_120100AM,,-2.0,39,66,-2.0,14,False,,False,,0.17084,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
986,Brunswick Landing Marina: Approved Live-Aboard Marina,05141991_120100AM,112155.012,-293396.832,True,2429 Newcastle Street,Aiken Island,01-02721,Brunswick,01142016_013349PM,,-2.0,2,66,2.0,3,False,,False,,7.51669,2025-06-09T00:00:00,2029-02-28T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
9425,Buck Swamp Road Bridge Installation,08102015_094710AM,112094.244,-293881.212,True,Buck Swamp Rd/ Laurel Grove Creek,,,Brunswick,,27th,-2.0,187,66,-2.0,3,False,,False,,0.06492,2021-07-19T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
8831,Budd,01242014_012440PM,112279.14,-292918.68,True,146 Shore Rush Drive,,04-00626,St. Simons Island,,"Lot 16, Block M",423.0,26,66,59.0,3,False,,False,,0.05165,2021-07-25T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1346,"Building Materials Manufacturing Corp (Georgia-Pacific Gypsum, GAF, National Gypsum, Gold Bond",09081993_120100AM,115615.008,-292066.308,True,2 Brampton Road,"River Mile 17.5, End Of Brampton Road",10621 01001,Garden City,,TCT Brampton & Old Foundation TCT,-2.0,260,28,-2.0,14,False,,False,,2.45349,2030-03-01T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
658,Bull River Bluff Condo (Plantation Marina),03091988_120100AM,115319.988,-291443.976,True,,Bull River Bluff Drive,,,"09032003_041649PM, 07222008_100000AM",,-2.0,41,28,-2.0,14,False,,False,,0.75896,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6832,Bull River Bluff Condo (Plantation Marina),07222008_100000AM,115316.028,-291456.558,True,,Bull River Bluff Drive,,Savannah,03091988_120100AM; 09032003_041649PM,0.07 Acre Leased By Phase 7,-2.0,41,28,67.0,14,False,,False,,0.40358,2016-12-16T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
532,Bull River Marina: Approved Live-Aboard Marina,12171985_120200AM,115322.4,-291457.3176,True,8005 Old Tybee Road,,,Savannah,,"Lot 1-A, Marina Phase, 5th GMD",-2.0,41,28,67.0,14,False,,False,,3.46232,2024-10-18T00:00:00,2029-02-28T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
12528,Burger,12272022_041211PM,113135.364,-292984.956,True,Old Cane Mill Road,Adjacent To 1185 Old Cane Mill Road,0064K 0018,,01132021_030143PM,"Lot 18 And 19, Sugar Mill",585.0,77,101,62.0,3,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5505,Burnside Island Yacht Club,04292005_085245AM,114934.788,-291950.928,True,,McAlpin Street,,Savannah,,,522.0,43,28,12.0,14,False,,False,,0.16768,2028-10-03T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2372,Burton 4H Center (UGA Marex),07151998_120000AM,115224.3,-291066.53976,True,9 Lewis Avenue,6th St. & Lewis Ave.,,,02222013_013626PM,,-2.0,159,28,-2.0,3,False,,False,,0.08823,2027-03-24T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12851,BWC (Georgia Ports Authority),11272023_114621AM,112070.664,-293357.52,True,501 Lanier Drive,Ditch Located At The NE Unused Gate,01-00183,Brunswick,,,-2.0,102,66,-2.0,8,False,,False,,0.02326,2030-06-06T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5000,Byers Street Crossover,04012004_120200PM,115277.22,-291095.28,True,,Byers Street At Bay Street,,,,,-2.0,8,28,63.0,13,False,,False,,0.09641,2013-12-18T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6739,"C & M Enterprises Of GA, LLC/Marshlick",04132008_120001PM,114869.484,-292558.356,True,190 Sallette Road,"3.84 Acres, 20th GMD",0601 089,Richmond Hill,,,-2.0,227,18,-2.0,14,False,,False,,0.14114,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
2173,Cabin Bluff To Grover Island Bridge,12091997_120100AM,111150.0,-293549.976,True,,Grover,,,,,-2.0,129,23,-2.0,3,False,,False,,0.0,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6306,Camden County Spring Bluff Public Ramp & Dock,04262007_120000AM,112009.104,-293810.076,True,,Hwy 17 At Glynn/Camden County Line,,,,,-2.0,259,23,-2.0,14,False,,False,,0.10327,2013-07-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
9294,Camp Glynn,04012015_032848PM,112355.388,-293642.064,True,1800 Blythe Island RD,,03-07467,Brunswick,,,-2.0,152,66,10.0,3,False,,False,,0.5649,2030-11-14T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6772,Cannons Point (Taylors Fish Camp),05212008_032129PM,112537.1061,-292825.28685,True,1900 Lawrence Road,,,St. Simons,09072006_120000AM,,-2.0,139,66,59.0,18,False,,False,,0.2031,2021-12-31T00:00:00,2009-02-28T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
350,Capstar Radio Operating (Rentavision Of Brunswick) Radio Antenna,11191979_120000AM,112183.02,-293307.192,True,20 Warde Street,Wade Street & Torras Causeway,01-03326,Brunswick,,,-2.0,291,66,-2.0,6,False,,False,,0.51653,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
10089,Carson,01052017_025642PM,114971.652,-291931.884,True,6 Moon River Drive,,10449 01004,Savannah,,Lots 3 & 4,-2.0,213,28,12.0,14,False,,False,,0.07727,2030-05-20T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
357,Carter (Burch Marina),02181980_120600AM,112290.408,-293575.644,True,212 Beach Street,,,,,,-2.0,302,66,10.0,14,False,,False,,0.53719,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4441,Casey (Flanders),11142002_120000AM,114377.184,-292347.756,True,379 Bluff Drive,,,Richmond Hill,08251971_120000AM & 06272007_120500PM,"Lot 16A, 20th GMD",254.0,192,18,-2.0,3,False,,False,,0.03232,2010-09-12T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4589,Casino (Ratchford),03252003_031727PM,113906.16,-292808.052,True,1140 Baker Island Way,"River View Court, 3.01 Acre Hammock",0069 0004001,Townsend,,,510.0,11,101,-2.0,3,False,,False,,0.093,2025-11-07T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5774,Cathead Landing,03022006_120000AM,112973.9976,-293184.0,True,1219 New River Road,7.75 Acres,025-00-017-00,Darien,,,73.0,55,101,-2.0,3,True,,False,,0.06097,2013-05-15T00:00:00,2036-01-31T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
13466,Cattle Hammock Fishing Pier,08202025_082604AM,114106.842,-292629.0204,True,Cattle Hammock Road,,340D 103,Midway,,"Lot 4, 5, 6, ptn 7, ptn 40",167.0,222,92,13.0,14,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
452,Causton Bluff Plantation Marina,04041983_120700AM,115442.694,-291693.2724,True,Causton Bluff Plantation Marina,Causton Harbor Drive,,,,Phase II,76.0,320,28,-2.0,14,False,,False,,7.32873,2025-11-20T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6814,Cay Creek Wetlands Interpretive Center ATF Crabbing Dock,06302008_120000PM,114411.564,-293047.776,True,,LYONS ROAD,,Midway,,"Tract 1 = 251 A, 2 = 220 A, 3 =  8 A, 1359th GMD",-2.0,57,92,-2.0,3,False,,False,,0.03773,2014-03-03T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6982,Cedar Bluff LLC,03062009_024405PM,111786.4044,-293540.76,True,,GA Episcopal Center Rd,139 053,,,,-2.0,156,23,-2.0,3,False,,False,,0.03427,2021-10-25T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
1847,"Cedar Point Community Dock (Clark, Ralph Hendrix Et. Al)",06071996_120000AM,114102.216,-292633.128,True,544 Cattle Hammock,Colonels Island,,Midway,04222010_101834AM,,79.0,222,92,15.0,14,False,,False,,0.39369,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
13780,Ceylon WMA,04162026_114003AM,111398.076,-294014.232,True,Ceylon Road,,,Woodbine,,,,259,23,,14,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12472,Chapel Crossing Road Drainage Improvements,10172022_093646AM,112431.708,-293254.236,True,Chapel Crossing And FLETC,,,,,,-2.0,230,66,-2.0,8,False,,False,,0.03053,2030-04-04T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5431,Chatham Co. Faye Drive Bridge Repair & Stabilization,02182005_120100PM,114942.1896,-291902.9184,True,,Faye Drive,,,,,-2.0,293,28,12.0,2,False,,False,,0.11934,2017-05-30T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
11049,Chatham County Culvert & Tide Gate,01182019_012614PM,115146.72,-291769.596,True,McIntosh Drive Infrastructure,Barnett Drive Drainage Ditch,,Savannah,,,-2.0,111,28,26.0,3,False,,False,,0.0,2025-07-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5929,Chatham County Dundee Canal Tide Gate,07182006_120000AM,115581.6,-292106.16,True,,State Rt. 25 And Burnsed,,Port Wentworth,,,-2.0,98,28,-2.0,1,False,,False,,0.11998,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5476,Chatham County Norwood Avenue Drainage Repairs,04012005_120200PM,115144.848,-291860.064,True,2301 Norwood Avenue,,,Savannah,,Mulitiple Parcels 5th GMD,-2.0,230,28,-2.0,-2,False,,False,,0.20087,2022-04-28T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5831,Chatham County Skidaway Road ROW,04212006_120000AM,115131.6,-291849.48,True,,"Skidaway Road, County ROW, 5th Or 6th GMD",,Savannah,,,-2.0,149,28,56.0,14,False,,False,,0.09954,2014-12-18T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7019,Chatham County SR307 Widening,05112009_120000AM,115345.08,-292351.572,True,,Hwy 17 To I-95 At SR307 & Silk Hope Road,"6099004011, 60990040",Garden City,05042011_120000AM,,-2.0,142,28,-2.0,1,False,,False,,0.0,1900-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
4272,Cherry Laurel Community Dock,08202002_110459AM,113696.388,-292713.9984,True,1237 Cherry Laurel Drive NE,"Between Lots 8 & 9, 22nd GMD",,Townsend,,,82.0,174,101,-2.0,14,True,,False,,0.23657,2015-11-22T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6688,Chevis Canal At Hodges Airpark,03082008_120000AM,115143.1704,-292480.938,True,,Hodges Airpark Near Hinesville Road,,Savannah,,"Phase C, 7th GMD",328.0,62,28,-2.0,1,False,,False,,0.05,2013-10-09T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,30,2015-10-20T09:22:06.21,False,,,,,,[],,[],[]
10190,City Of Brunswick,02092017_125621PM,112107.708,-293331.42,True,Over Tidal Ditch Between The School And Bon Aire A,"Adjacent To Bon Air Avenue, Glynn Middle School Pe",,Brunswick,,,-2.0,230,66,-2.0,8,False,,False,,0.00297,2023-09-18T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
11625,City Of Brunswick Drainage Improvements,08202020_021447PM,112278.276,-293304.276,True,Adjacent To Spur 25 And Mill Creek,Multiple Locations Within COB Limits,,Brunswick,,,-2.0,218,66,-2.0,12,False,,False,,0.49807,2030-03-07T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7576,City Of Brunswick Habersham Park Drainage,08022011_021954PM,112103.442,-293327.4348,True,,Lanier Blvd,,Brunswick,,"26th, GMD 90 Ft. Lanier Blvd. ROW 3rd & 4th Street",176.0,67,66,-2.0,3,False,,False,,0.05138,2019-12-07T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
5449,City Of Savannah Riverwalk Extension,03092005_120000AM,115482.276,-291884.652,True,,Bay Street At President Street East Of Marriott,,Savannah,,,-2.0,260,28,-2.0,14,False,,False,,1.72138,2019-12-12T00:00:00,2031-08-31T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
3603,City Of Savannah Wilshire Canal Expansion,11132000_120000AM,115145.82,-292092.768,True,,Wilshire Blvd Btwn Del Mar Circle & White Bluff Rd,,Savannah,,,-2.0,321,28,-2.0,1,False,,False,,1.814,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
454,City Of St. Marys Pavillion At End Of Osborne St.,04041983_120500PM,110591.8992,-293575.1076,True,,Osborne St. E Of NPS Cumberland Property,,St. Marys,,,-2.0,280,23,-2.0,14,False,,False,,0.07495,2020-01-27T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
8189,"City Of Tybee Island, Marsh Hen Trail",06262013_021123PM,115256.412,-291132.108,True,"Adjacent To Hwy 80, Tybee Island",,,,,,-2.0,260,28,63.0,14,False,,False,,0.43512,2024-07-29T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
13670,Clark,01262026_115047AM,111979.044,-293815.404,True,353 Bluffs Landing,Lot 83 Berrie Bluffs,110010B,,,Lot 83,33.0,23,23,,3,False,,False,,0.01881,2029-08-18T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
6393,Coffee Bluff Marina - Live Aboard Facility,06252007_120714PM,114971.292,-292154.7348,True,14915 Coffee Bluff Road,,,Savannah,,"Lot 10, 9, 6th GMD, Lee Ward",4.0,114,28,-2.0,14,False,,False,,0.32362,2024-02-26T00:00:00,2029-02-28T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
677,"Colonial Oil (Colonial Terminal, Enmark, Diamond Manufacturing) Plants 1 & 2",04141988_120200PM,115545.2796,-291991.9644,True,,"RM 17.5, 16.4 (Plant 2) &  15.8 (Plant 1)",,Hutchinson Island,10012002_015700,,-2.0,260,28,25.0,14,False,,False,,13.85233,2031-02-27T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12152,Colonial Oil Plant 2,11292021_082909AM,115566.444,-292020.012,True,373 North Lathrop Avenue,Plant 2,,,04141988_120200PM,,-2.0,260,28,-2.0,14,False,,False,,0.01905,2028-06-15T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
226,Continental Heavy Civil Corps (Lewis Crab Factory),08061974_120100PM,112107.312,-293384.628,True,911 Bay Street,"829 Bay Street, 833 Bay Street, 901 Bay Street","01-01137, 01-07042,",Brunswick,01142016_013349PM,25th GMD Waterfront Lots 31-35,333.0,102,66,-2.0,14,False,,False,,1.30479,2025-08-13T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
836,Cook,10111989_120000AM,114949.044,-291898.044,True,13 Hardee Drive,Recombined Lots 12 & 13.,10414 01020,Savannah,10061971_1200AM 03122008_1255PM 06241974_1207AM,Lot 13 Phase A,61.0,213,28,12.0,14,False,,False,,0.20709,2029-09-27T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
7515,Cook (Everet),04202011_092904AM,112378.77972,-292765.2516,True,319 West 48th Street,Cottage 532,,Sea Island,03292000_120200AM,"Lot 3 Block 97, 25th GMD",419.0,309,66,53.0,3,False,,False,,0.12418,2015-12-07T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
12687,Cooley,07032023_010254PM,113504.328,-292945.248,True,Sapelo Gardens,Head Drive,0061B 0029,,,Lot 4 Block D,404.0,28,101,-2.0,3,False,,False,,0.00152,2029-06-07T00:00:00,1900-01-01T00:00:00,False,True,,,,,,False,-1,,False,,,,,,[],,[],[]
303,Coopers Point (Amesbury Plantation) Community Dock,05101977_120200PM,113602.9176,-292860.5598,True,0 Coopers Point Drive NE,,0072F 0227001,Shellman Bluff,01262000_120100PM,3.53A COMMON AREA & CLUBHOUSE,93.0,316,101,-2.0,3,False,,False,,0.56616,2026-04-04T00:00:00,2032-01-31T00:00:00,True,False,,,,,,False,-1,,False,,,,,,[],,[],[]
4922,Cormorant LLC,02182004_120000AM,110642.22,-293614.02,True,809 Dilworth St,Nancy Drive,,St. Marys,,Old Gilman Hospital Tract,-2.0,32,23,-2.0,3,False,,False,,0.02411,2012-01-01T00:00:00,1900-01-01T00:00:00,True,True,,,,,,False,-1,,False,,,,,,[],,[],[]
